age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,subscription_probability,predicted_subscription,campaign_priority,customer_rank
28,admin.,single,high.school,no,yes,no,cellular,may,thu,2,999,1,failure,-1.8,93.876,-40.0,0.683,5008.7,0,0.817315056241684,yes,High,517
30,admin.,single,university.degree,no,yes,yes,telephone,oct,mon,1,999,0,nonexistent,-0.1,93.798,-40.4,5.0,5195.8,1,0.8172583658557996,yes,High,518
22,student,single,high.school,no,yes,no,cellular,aug,thu,2,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,1,0.8172261393204682,yes,High,519
21,student,single,high.school,no,no,no,cellular,aug,thu,3,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,0,0.8170336346535215,yes,High,520
38,technician,single,university.degree,no,yes,no,cellular,dec,mon,2,999,0,nonexistent,-3.0,92.713,-33.0,0.717,5023.5,1,0.8170314601530351,yes,High,521
25,admin.,single,university.degree,no,yes,no,cellular,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,0,0.8167719427913457,yes,High,522
22,blue-collar,single,basic.9y,no,yes,no,cellular,jun,mon,2,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,0,0.8164249994035254,yes,High,523
68,retired,married,high.school,no,no,no,cellular,nov,mon,2,999,1,failure,-3.4,92.649,-30.1,0.714,5017.5,1,0.81641245168824,yes,High,524
32,management,married,university.degree,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,0,0.8159669991959394,yes,High,525
33,admin.,single,high.school,no,no,no,cellular,oct,mon,1,999,0,nonexistent,-3.4,92.431,-26.9,0.731,5017.5,0,0.8156766636324815,yes,High,526
20,student,single,high.school,no,no,no,cellular,aug,thu,2,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,0,0.8155918356313037,yes,High,527
74,retired,married,professional.course,no,yes,no,cellular,aug,thu,3,999,1,failure,-2.9,92.201,-31.4,0.873,5076.2,1,0.8155255346039219,yes,High,528
31,technician,married,unknown,no,no,no,cellular,nov,fri,1,999,1,failure,-3.4,92.649,-30.1,0.714,5017.5,1,0.8155219684839504,yes,High,529
33,services,married,high.school,no,no,no,cellular,may,thu,1,999,1,failure,-1.8,93.876,-40.0,0.677,5008.7,1,0.81547299107264,yes,High,530
53,technician,married,professional.course,no,no,no,cellular,sep,tue,1,999,1,failure,-3.4,92.379,-29.8,0.77,5017.5,0,0.8150507196616055,yes,High,531
28,technician,single,university.degree,no,no,no,cellular,mar,mon,2,999,0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,0,0.8146561532211086,yes,High,532
41,technician,married,professional.course,no,yes,no,cellular,nov,mon,2,999,0,nonexistent,-1.1,94.767,-50.8,1.039,4963.6,1,0.814655473027797,yes,High,533
35,admin.,married,university.degree,no,no,no,cellular,oct,wed,1,999,1,failure,-3.4,92.431,-26.9,0.74,5017.5,1,0.8145791099639532,yes,High,534
36,technician,married,professional.course,no,yes,no,cellular,aug,thu,2,999,1,failure,-2.9,92.201,-31.4,0.873,5076.2,0,0.8145586237209226,yes,High,535
74,retired,married,professional.course,no,no,no,cellular,aug,wed,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,0,0.8145161212824894,yes,High,536
27,admin.,single,university.degree,no,no,no,cellular,sep,wed,1,999,0,nonexistent,-3.4,92.379,-29.8,0.781,5017.5,1,0.8144265853753593,yes,High,537
60,admin.,married,university.degree,no,yes,no,cellular,mar,fri,1,999,0,nonexistent,-1.8,92.843,-50.0,1.531,5099.1,0,0.8143421440049787,yes,High,538
28,student,single,high.school,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,0,0.8141036170243607,yes,High,539
36,admin.,single,university.degree,no,no,no,cellular,oct,wed,1,999,1,failure,-3.4,92.431,-26.9,0.742,5017.5,0,0.8139441983682615,yes,High,540
21,student,single,basic.9y,no,yes,no,cellular,mar,wed,2,999,1,failure,-1.8,93.369,-34.8,0.655,5008.7,1,0.8136298567314987,yes,High,541
25,technician,single,professional.course,no,yes,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,0.8133973454642125,yes,High,542
45,unemployed,married,basic.9y,no,no,no,cellular,jun,mon,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,1,0.8127321555257404,yes,High,543
39,blue-collar,married,basic.9y,no,yes,no,cellular,sep,mon,3,999,0,nonexistent,-1.1,94.199,-37.5,0.882,4963.6,0,0.8124327944611488,yes,High,544
29,admin.,single,high.school,no,yes,yes,cellular,jun,mon,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.8120052565896299,yes,High,545
45,blue-collar,married,basic.9y,no,no,no,cellular,jun,mon,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,1,0.8119868417185496,yes,High,546
46,admin.,married,high.school,no,yes,no,cellular,jul,tue,3,999,2,failure,-1.7,94.215,-40.3,0.797,4991.6,1,0.8116294014876264,yes,High,547
42,management,married,university.degree,no,yes,no,cellular,oct,mon,1,999,1,failure,-3.4,92.431,-26.9,0.731,5017.5,1,0.8115759146602068,yes,High,548
26,student,single,basic.9y,no,yes,no,cellular,oct,tue,2,999,1,failure,-3.4,92.431,-26.9,0.742,5017.5,0,0.8115269579032042,yes,High,549
32,admin.,single,university.degree,no,yes,no,cellular,oct,wed,2,999,0,nonexistent,-3.4,92.431,-26.9,0.735,5017.5,0,0.8111714872353356,yes,High,550
19,student,single,basic.4y,no,yes,no,cellular,may,thu,1,999,1,failure,-1.8,93.876,-40.0,0.677,5008.7,0,0.8110557869660543,yes,High,551
32,admin.,single,university.degree,no,yes,no,cellular,sep,tue,2,999,0,nonexistent,-3.4,92.379,-29.8,0.819,5017.5,0,0.8104449777416588,yes,High,552
33,technician,single,university.degree,no,yes,yes,cellular,jun,wed,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,0.8097707273774724,yes,High,553
78,retired,married,basic.4y,no,yes,yes,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.8096203062613069,yes,High,554
34,admin.,married,university.degree,no,no,no,cellular,may,fri,1,999,2,failure,-1.8,93.876,-40.0,0.695,5008.7,0,0.8095026576229969,yes,High,555
29,blue-collar,single,high.school,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,0,0.8094000313239588,yes,High,556
47,management,married,basic.9y,no,no,no,cellular,jun,tue,4,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,0,0.8092268089722936,yes,High,557
33,technician,married,university.degree,no,yes,no,cellular,sep,wed,1,999,1,failure,-1.1,94.199,-37.5,0.876,4963.6,0,0.8092026268824367,yes,High,558
52,technician,married,professional.course,no,yes,no,cellular,nov,fri,1,999,1,failure,-3.4,92.649,-30.1,0.714,5017.5,1,0.8088452664616277,yes,High,559
75,retired,married,unknown,no,no,no,cellular,sep,tue,1,999,1,failure,-3.4,92.379,-29.8,0.788,5017.5,1,0.8086650754466582,yes,High,560
46,admin.,single,university.degree,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,1,0.807984379481429,yes,High,561
51,services,married,high.school,no,no,no,cellular,may,tue,1,999,1,failure,-1.8,93.876,-40.0,0.668,5008.7,1,0.8079010900857524,yes,High,562
20,student,single,high.school,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,1,0.8076878234750655,yes,High,563
64,retired,married,basic.6y,no,yes,no,cellular,apr,thu,4,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0,0.8076141346777047,yes,High,564
81,retired,married,professional.course,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,0.8075679862089935,yes,High,565
45,admin.,married,university.degree,no,no,no,cellular,jul,thu,1,999,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,0,0.8074786065024312,yes,High,566
45,admin.,married,university.degree,no,no,no,cellular,jul,thu,1,999,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,1,0.8074786065024312,yes,High,567
94,retired,married,basic.9y,no,no,no,cellular,nov,wed,1,999,1,failure,-3.4,92.649,-30.1,0.716,5017.5,0,0.8073475987121782,yes,High,568
41,admin.,single,university.degree,no,yes,yes,telephone,dec,thu,1,999,1,failure,-3.0,92.713,-33.0,0.707,5023.5,0,0.8072460254533496,yes,High,569
61,admin.,married,high.school,no,yes,no,cellular,oct,mon,4,999,0,nonexistent,-1.1,94.601,-49.5,0.977,4963.6,0,0.8069079624670201,yes,High,570
26,student,single,high.school,no,no,no,cellular,aug,fri,2,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,0,0.8068898335172129,yes,High,571
25,admin.,married,unknown,no,no,no,cellular,nov,thu,1,999,1,failure,-3.4,92.649,-30.1,0.714,5017.5,1,0.8067435352862605,yes,High,572
59,admin.,married,unknown,no,no,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1,0.8066213333251231,yes,High,573
36,management,married,university.degree,no,no,no,cellular,jun,thu,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.8063898342923714,yes,High,574
75,retired,married,basic.4y,no,yes,yes,cellular,jul,fri,2,999,0,nonexistent,-2.9,92.469,-33.6,1.059,5076.2,0,0.8060992889947531,yes,High,575
44,admin.,married,university.degree,no,no,no,cellular,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.735,5017.5,0,0.8060623552559143,yes,High,576
69,retired,married,unknown,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0,0.8058696606734064,yes,High,577
29,admin.,divorced,university.degree,no,yes,no,cellular,jun,wed,3,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.8056898091224564,yes,High,578
28,admin.,single,university.degree,no,no,no,cellular,mar,fri,2,999,1,failure,-1.8,93.369,-34.8,0.636,5008.7,0,0.8056307755559924,yes,High,579
52,entrepreneur,married,high.school,no,yes,no,cellular,jun,fri,3,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,0,0.8055383613111098,yes,High,580
49,housemaid,single,university.degree,no,no,yes,cellular,dec,mon,3,999,0,nonexistent,-3.0,92.713,-33.0,0.717,5023.5,0,0.8054138891210678,yes,High,581
88,retired,divorced,basic.4y,no,yes,no,cellular,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.735,5017.5,0,0.8053610831216546,yes,High,582
39,blue-collar,single,basic.9y,no,yes,yes,cellular,may,mon,3,3,1,success,-1.8,92.893,-46.2,1.354,5099.1,0,0.8052383805868897,yes,High,583
58,services,married,high.school,no,yes,no,telephone,mar,mon,4,999,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,0,0.8051304698090237,yes,High,584
74,retired,married,basic.4y,no,yes,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.8050767246932649,yes,High,585
29,admin.,married,high.school,no,yes,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,1,0.8045669258459652,yes,High,586
65,housemaid,married,basic.4y,no,no,no,cellular,jun,mon,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,0,0.804459506900062,yes,High,587
32,technician,married,professional.course,no,yes,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,0,0.804423022699405,yes,High,588
37,unemployed,unknown,university.degree,no,no,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,0,0.8042543397978753,yes,High,589
47,admin.,married,high.school,no,yes,no,cellular,apr,fri,1,999,1,failure,-1.8,93.749,-34.6,0.645,5008.7,1,0.8041404778780794,yes,High,590
28,self-employed,single,university.degree,no,yes,yes,cellular,mar,wed,1,999,1,failure,-1.8,93.369,-34.8,0.651,5008.7,0,0.8033458246951355,yes,High,591
58,retired,married,university.degree,no,yes,no,telephone,oct,fri,1,999,0,nonexistent,-0.1,93.798,-40.4,4.918,5195.8,0,0.8030205667160364,yes,High,592
30,services,single,high.school,no,yes,no,cellular,aug,thu,2,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,1,0.8030195731254876,yes,High,593
35,management,married,university.degree,no,yes,no,cellular,nov,tue,1,999,2,failure,-3.4,92.649,-30.1,0.715,5017.5,1,0.8027744752524778,yes,High,594
64,retired,married,unknown,no,yes,no,cellular,aug,fri,3,999,1,failure,-2.9,92.201,-31.4,0.849,5076.2,0,0.8027178034075839,yes,High,595
34,self-employed,single,university.degree,no,no,yes,telephone,nov,tue,1,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,1,0.8026883766486612,yes,High,596
45,technician,married,university.degree,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,0,0.8025067421806465,yes,High,597
49,management,married,university.degree,no,no,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,0,0.8012684892707082,yes,High,598
29,technician,single,professional.course,no,unknown,unknown,cellular,nov,wed,2,999,1,failure,-3.4,92.649,-30.1,0.719,5017.5,0,0.8011600192433671,yes,High,599
61,retired,married,university.degree,no,no,no,cellular,nov,mon,1,999,0,nonexistent,-1.1,94.767,-50.8,1.05,4963.6,0,0.8011513598769505,yes,High,600
43,services,married,basic.6y,no,no,no,cellular,sep,tue,1,999,0,nonexistent,-3.4,92.379,-29.8,0.75,5017.5,0,0.8010178631513305,yes,High,601
27,admin.,single,university.degree,no,yes,no,cellular,aug,wed,2,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,0,0.800773257154771,yes,High,602
52,technician,married,professional.course,no,yes,yes,cellular,sep,tue,1,999,0,nonexistent,-3.4,92.379,-29.8,0.819,5017.5,0,0.8005893312782354,yes,High,603
51,unemployed,married,basic.6y,no,yes,no,cellular,jun,thu,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.8005331749944112,yes,High,604
28,admin.,single,university.degree,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,0,0.8002561865079009,yes,High,605
30,admin.,single,university.degree,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,0.8002538582263555,yes,High,606
30,admin.,single,university.degree,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.8002538582263555,yes,High,607
83,retired,married,basic.4y,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,0.8000434326924942,yes,High,608
30,technician,single,professional.course,no,yes,no,cellular,jun,tue,3,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,0,0.7998500215711003,yes,High,609
37,entrepreneur,married,basic.6y,no,yes,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,1,0.799781571479792,yes,High,610
44,technician,married,unknown,no,no,yes,cellular,oct,tue,2,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,0,0.7990883454549159,yes,High,611
35,technician,married,professional.course,no,yes,yes,cellular,oct,wed,1,9,2,failure,-1.1,94.601,-49.5,0.959,4963.6,1,0.7990299716201528,yes,High,612
62,unknown,married,professional.course,no,no,no,cellular,jun,thu,3,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,0.7990098859569011,yes,High,613
27,admin.,single,university.degree,no,no,no,cellular,jul,tue,1,999,0,nonexistent,-2.9,92.469,-33.6,1.044,5076.2,0,0.7988838235392676,yes,High,614
30,blue-collar,single,professional.course,no,no,no,cellular,may,tue,1,999,1,failure,-1.8,93.876,-40.0,0.668,5008.7,0,0.7988333444626279,yes,High,615
33,admin.,single,high.school,no,yes,no,cellular,aug,fri,3,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,0.7981066324414461,yes,High,616
36,unemployed,married,unknown,unknown,no,no,cellular,sep,wed,1,999,1,failure,-3.4,92.379,-29.8,0.781,5017.5,1,0.7980779531237443,yes,High,617
37,technician,single,university.degree,no,yes,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,0,0.7976472720547032,yes,High,618
63,retired,married,basic.6y,no,yes,no,cellular,oct,fri,2,999,0,nonexistent,-3.4,92.431,-26.9,0.752,5017.5,0,0.7974456181271437,yes,High,619
72,retired,married,basic.4y,no,unknown,unknown,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,0,0.7972559918064082,yes,High,620
37,services,married,high.school,no,yes,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,0.7970406058083863,yes,High,621
25,services,single,high.school,no,no,no,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,0,0.7969129695320979,yes,High,622
82,retired,married,unknown,no,no,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,1,0.7967757460280315,yes,High,623
38,admin.,single,university.degree,no,yes,no,cellular,mar,mon,2,999,0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,1,0.7963341356238399,yes,High,624
32,admin.,single,university.degree,no,yes,no,telephone,nov,fri,1,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,1,0.7962313711304959,yes,High,625
60,admin.,married,professional.course,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.7961451508279244,yes,High,626
53,self-employed,married,university.degree,no,no,yes,cellular,may,wed,3,6,1,success,-1.8,92.893,-46.2,1.27,5099.1,0,0.7960004703239255,yes,High,627
33,blue-collar,married,professional.course,no,yes,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,0.7959476735175279,yes,High,629
33,blue-collar,married,professional.course,no,yes,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,0.7959476735175279,yes,High,628
56,admin.,single,university.degree,no,yes,no,cellular,mar,wed,1,999,1,failure,-1.8,93.369,-34.8,0.634,5008.7,1,0.7953510302148097,yes,High,630
76,housemaid,married,basic.4y,no,yes,no,cellular,jun,tue,1,999,1,failure,-1.7,94.055,-39.8,0.702,4991.6,1,0.7951002051491283,yes,High,631
28,admin.,single,high.school,no,yes,no,cellular,oct,tue,2,999,3,failure,-3.4,92.431,-26.9,0.728,5017.5,0,0.7950505488070847,yes,High,632
22,student,single,professional.course,no,yes,no,cellular,aug,mon,2,999,1,failure,-2.9,92.201,-31.4,0.861,5076.2,1,0.7949128737519985,yes,High,633
32,admin.,married,university.degree,no,yes,no,cellular,aug,wed,2,999,0,nonexistent,-2.9,92.201,-31.4,0.854,5076.2,0,0.7946222316128646,yes,High,634
31,technician,married,university.degree,no,no,no,cellular,oct,tue,2,12,3,failure,-1.1,94.601,-49.5,0.982,4963.6,0,0.7940213221437182,yes,High,635
49,unemployed,married,high.school,no,yes,no,cellular,sep,wed,1,999,0,nonexistent,-3.4,92.379,-29.8,0.768,5017.5,0,0.7938648176095953,yes,High,636
67,retired,married,basic.6y,no,no,no,cellular,aug,tue,2,999,0,nonexistent,-2.9,92.201,-31.4,0.859,5076.2,1,0.7937959250332645,yes,High,637
43,management,married,high.school,no,yes,no,cellular,nov,thu,1,999,1,failure,-3.4,92.649,-30.1,0.714,5017.5,0,0.7937890502428654,yes,High,638
71,retired,married,basic.4y,no,no,no,cellular,oct,thu,2,999,2,failure,-3.4,92.431,-26.9,0.754,5017.5,0,0.7936281984232182,yes,High,639
46,admin.,divorced,high.school,no,no,no,cellular,jul,tue,1,999,0,nonexistent,-2.9,92.469,-33.6,1.044,5076.2,0,0.7934321692751635,yes,High,640
36,admin.,married,university.degree,no,yes,yes,cellular,sep,tue,2,999,0,nonexistent,-3.4,92.379,-29.8,0.819,5017.5,0,0.7931397026039785,yes,High,641
38,technician,single,professional.course,no,yes,no,cellular,jun,thu,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,0.7930319067523054,yes,High,642
84,retired,married,basic.9y,no,yes,no,cellular,may,wed,1,999,1,failure,-1.8,93.876,-40.0,0.697,5008.7,0,0.7926919885055199,yes,High,643
73,retired,divorced,basic.4y,no,no,yes,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,1,0.7926915540918604,yes,High,644
30,admin.,married,university.degree,no,yes,no,cellular,aug,tue,3,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,0,0.7925870702787747,yes,High,645
32,admin.,single,university.degree,no,yes,no,telephone,jul,fri,4,999,0,nonexistent,-2.9,92.469,-33.6,1.007,5076.2,0,0.7925426465972191,yes,High,646
49,technician,married,professional.course,no,yes,no,cellular,aug,tue,1,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,0,0.7924484939301966,yes,High,647
92,retired,divorced,unknown,unknown,no,no,cellular,may,wed,3,999,1,failure,-1.8,93.876,-40.0,0.697,5008.7,1,0.792376862599596,yes,High,648
60,housemaid,married,basic.4y,no,yes,no,cellular,jun,tue,3,999,1,failure,-1.7,94.055,-39.8,0.723,4991.6,1,0.7921444904235719,yes,High,649
43,admin.,single,high.school,no,yes,no,cellular,aug,fri,3,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,0.791895861601201,yes,High,650
56,retired,married,university.degree,no,yes,yes,cellular,mar,mon,2,999,0,nonexistent,-1.8,92.843,-50.0,1.629,5099.1,0,0.7918065701256266,yes,High,651
24,admin.,single,university.degree,no,no,no,cellular,sep,thu,1,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,1,0.7916022867657861,yes,High,652
52,admin.,married,unknown,no,no,no,telephone,sep,tue,13,14,2,failure,-3.4,92.379,-29.8,0.819,5017.5,0,0.7915931407772916,yes,High,653
58,retired,married,high.school,no,no,no,cellular,aug,tue,4,999,0,nonexistent,-2.9,92.201,-31.4,0.838,5076.2,0,0.7915210301333778,yes,High,654
28,admin.,single,university.degree,no,no,no,cellular,aug,wed,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,0,0.791315690653736,yes,High,655
61,retired,married,professional.course,no,no,no,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,1,0.7909205783509096,yes,High,656
69,retired,married,professional.course,no,no,yes,cellular,oct,thu,1,999,1,failure,-3.4,92.431,-26.9,0.722,5017.5,0,0.790773692563677,yes,High,657
30,management,single,university.degree,no,no,yes,cellular,jun,fri,7,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1,0.7906041927138067,yes,High,658
41,admin.,married,university.degree,no,yes,no,telephone,aug,thu,1,9,3,failure,-1.7,94.027,-38.3,0.899,4991.6,1,0.7905284873586174,yes,High,659
57,admin.,married,university.degree,no,yes,no,cellular,jun,mon,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,0,0.7904879470796858,yes,High,660
32,student,married,high.school,no,yes,no,telephone,dec,wed,3,999,1,failure,-3.0,92.713,-33.0,0.715,5023.5,0,0.790460463476377,yes,High,661
34,blue-collar,married,basic.9y,no,no,yes,cellular,aug,tue,1,999,1,failure,-1.7,94.027,-38.3,0.904,4991.6,1,0.7903317670221529,yes,High,662
35,technician,married,professional.course,no,yes,no,cellular,sep,thu,1,999,2,failure,-1.1,94.199,-37.5,0.878,4963.6,0,0.7903054500707851,yes,High,663
44,admin.,single,university.degree,no,no,no,cellular,aug,thu,1,999,2,failure,-1.7,94.027,-38.3,0.904,4991.6,0,0.7895399731270316,yes,High,664
27,self-employed,single,university.degree,no,no,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,0,0.7894951391244995,yes,High,665
24,admin.,single,university.degree,no,yes,no,cellular,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.789152476117561,yes,High,666
36,admin.,married,high.school,no,no,no,cellular,sep,thu,1,999,0,nonexistent,-3.4,92.379,-29.8,0.766,5017.5,1,0.7891047355891043,yes,High,667
53,housemaid,married,high.school,no,yes,no,cellular,jun,thu,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,0.7889180219301735,yes,High,668
33,admin.,married,university.degree,no,yes,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,0,0.7888529899563148,yes,High,670
33,admin.,married,university.degree,no,yes,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1,0.7888529899563148,yes,High,669
35,management,married,university.degree,no,yes,no,cellular,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,0,0.7883851988339607,yes,High,671
31,admin.,divorced,university.degree,no,no,no,cellular,mar,mon,4,999,0,nonexistent,-1.8,92.843,-50.0,1.56,5099.1,1,0.788306855266785,yes,High,672
33,management,married,university.degree,no,yes,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,0.7876072101831351,yes,High,673
31,unemployed,divorced,unknown,no,yes,no,cellular,jun,fri,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,0,0.787556880340823,yes,High,674
52,admin.,divorced,university.degree,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,1,0.7875002893380603,yes,High,675
44,blue-collar,single,professional.course,no,no,no,cellular,mar,mon,1,999,0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,1,0.7874918283739402,yes,High,676
53,housemaid,married,basic.4y,no,no,yes,cellular,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,1,0.7874556470052392,yes,High,677
66,retired,married,unknown,no,no,no,cellular,aug,wed,3,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,0,0.7873975819924148,yes,High,678
29,blue-collar,single,basic.6y,no,no,no,cellular,aug,fri,3,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,1,0.7873594180101416,yes,High,679
71,retired,married,basic.4y,no,yes,no,cellular,sep,tue,1,999,0,nonexistent,-3.4,92.379,-29.8,0.788,5017.5,1,0.7872590020381005,yes,High,680
41,admin.,single,university.degree,no,unknown,unknown,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.7871254367361455,yes,High,681
33,technician,married,professional.course,no,yes,no,cellular,oct,fri,2,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,1,0.7870106024256347,yes,High,682
61,admin.,married,university.degree,no,yes,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,0.7868707987523492,yes,High,683
53,blue-collar,married,basic.6y,no,no,no,cellular,jun,thu,3,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,1,0.7856211692067705,yes,High,684
36,blue-collar,divorced,high.school,no,no,no,cellular,mar,mon,2,999,1,failure,-1.8,93.369,-34.8,0.639,5008.7,0,0.7856190808763421,yes,High,685
51,unemployed,married,high.school,no,yes,no,cellular,sep,wed,2,999,0,nonexistent,-3.4,92.379,-29.8,0.768,5017.5,0,0.7853151562648153,yes,High,686
